user_id,session_id,start_timestamp,end_timestamp
USER_8978,SESS_000122,1724522460,1724522485.2
USER_6696,SESS_000123,1724522520,1724522545.4
USER_7192,SESS_000124,1724522580,1724522605.6
USER_9278,SESS_000125,1724522640,1724522665.8
USER_5316,SESS_000126,1724522700,1724522726.0
USER_4537,SESS_000127,1724522760,1724522786.2
USER_5835,SESS_000128,1724522820,1724522846.4
USER_0521,SESS_000129,1724522880,1724522906.6
USER_6003,SESS_000130,1724522940,1724522966.8
USER_8153,SESS_000131,1724523000,1724523027.0
USER_5372,SESS_000132,1724523060,1724523087.2
USER_9127,SESS_000133,1724523120,1724523147.4
USER_7536,SESS_000134,1724523180,1724523207.6
USER_4438,SESS_000135,1724523240,1724523267.8
USER_4465,SESS_000136,1724523300,1724523328.0
USER_7686,SESS_000137,1724523360,1724523388.2
USER_6742,SESS_000138,1724523420,1724523448.4
USER_7011,SESS_000139,1724523480,1724523508.6
USER_5100,SESS_000140,1724523540,1724523568.8
USER_8074,SESS_000141,1724523600,1724523629.0
USER_5334,SESS_000142,1724523660,1724523689.2
USER_5796,SESS_000143,1724523720,1724523749.4
USER_6747,SESS_000144,1724523780,1724523809.6
USER_3774,SESS_000145,1724523840,1724523869.8
USER_0127,SESS_000146,1724523900,1724523930.0
USER_9234,SESS_000147,1724523960,1724523990.2
USER_7768,SESS_000148,1724524020,1724524050.4
USER_4011,SESS_000149,1724524080,1724524110.6
USER_8084,SESS_000150,1724524140,1724524170.8
